6.038951568956728577e-01 4.252702232996622977e-01
3.398936767798882985e-01 4.219949363072713067e-01
2.817854390806621701e-01 1.263040522893269957e+00
2.529112857491881972e-01 4.545260512034098310e-01
2.327299727444295530e-01 3.657054117520650016e-01
2.168984633198490775e-01 7.800418004989624343e-01
2.058059681742279712e-01 2.895972014268239358e-01
1.937776882604316520e-01 2.585565667152404656e-01
1.841724420211933166e-01 2.279147239526112811e-01
1.707567727300855764e-01 2.620420571168263768e-01
1.609240992444532781e-01 2.570432167053222638e-01
1.539956956660306076e-01 2.158524660666783779e-01
1.417066213554806220e-01 2.182192097504933592e-01
1.359389198510735086e-01 2.253472887277603032e-01
1.237819287004294222e-01 2.314217240810394205e-01
1.132628121066976412e-01 2.443146522442499746e-01
1.064581231386573235e-01 1.948649680813153706e-01
9.849092550851680505e-02 2.176458952426910398e-01
9.308485071526632904e-02 2.293222497701644935e-01
8.754746309198714604e-02 2.130482602318128083e-01
7.932248263557752088e-02 2.196053204735120001e-01
7.532406773556162005e-02 2.477498856782913150e-01
