1.302125104003482470e+00 1.048496467431386359e+00
7.029390199272720352e-01 5.926730546951294309e-01
5.969081930231164845e-01 4.924900058110555090e-01
5.254862235033953555e-01 4.679046731789907043e-01
4.756419398872940851e-01 3.866198032697041875e-01
4.425726164888452718e-01 3.941229458649952999e-01
4.174147670798831755e-01 3.710679781436920233e-01
3.930915753576490479e-01 3.465594766139984406e-01
3.743499691927874573e-01 3.396947322686513226e-01
3.651085434489779735e-01 3.113718204498290842e-01
3.536473644927695670e-01 3.148765507539113551e-01
3.388209669501693333e-01 3.077063305377960023e-01
3.316502632697423403e-01 2.874469100634257090e-01
3.200294916099972187e-01 2.780285332202911408e-01
3.130761527661923838e-01 2.770431629419326525e-01
3.049580777839377976e-01 3.043708286484082537e-01
3.020574540694554444e-01 2.586011549234390472e-01
2.923167747391594573e-01 2.635562101999918694e-01
2.859915541189688160e-01 2.639497762918472379e-01
2.787289261243961480e-01 2.463012958367665484e-01
2.766000294861969966e-01 2.392473916610081963e-01
2.705516924593183714e-01 2.464378848473230965e-01
2.626729180724532431e-01 2.381136718988418610e-01
2.627259266508950031e-01 2.451905828714370794e-01
2.588902299845660115e-01 2.463515452146530227e-01
2.529979072146945618e-01 2.399840689897537183e-01
2.519723870533484011e-01 2.316368341843287049e-01
2.454948772015395075e-01 2.312653861045837478e-01
2.432954721053441349e-01 2.402863035996754826e-01
2.423067016248349748e-01 2.292643708785374879e-01
2.362905405936417680e-01 2.643059732913971005e-01
2.353868850955256609e-01 2.220423589547475263e-01
2.308211361743785772e-01 2.291159550348917662e-01
2.275051404723414661e-01 2.252120841344197599e-01
2.248959207623093259e-01 2.221092340946197452e-01
2.229792206905506224e-01 2.285284954508145783e-01
2.214252272844314529e-01 2.188763000567754136e-01
2.172596661735463897e-01 2.182541739145914816e-01
2.162952723017445289e-01 2.183471146027247123e-01
2.142611085662135262e-01 2.141793816486994295e-01
2.118059619885903910e-01 2.118758783340454199e-01
2.100320853303979940e-01 2.148247361977895231e-01
2.055163907298335202e-01 2.410711456139882358e-01
2.031705365754939985e-01 2.095499819517135653e-01
2.031888569902490782e-01 2.114466361999511601e-01
2.000188601149452960e-01 1.970772079030672641e-01
1.997761003706190197e-01 2.074274018605549996e-01
1.952034255177886313e-01 2.134441554148991949e-01
1.950213718590912970e-01 2.066039672295252594e-01
1.933424609281398643e-01 1.983372151056925492e-01
1.906038737561967511e-01 2.059961028893788626e-01
1.899757287347758339e-01 2.103154053290685055e-01
1.903991872226750426e-01 2.043792204062143958e-01
1.872918263143963369e-01 1.971615994771321601e-01
1.838585856888029224e-01 2.013650000890095937e-01
1.827493476911827286e-01 2.204576802253723211e-01
1.809450039996041149e-01 2.107203994194666585e-01
1.806123393067607108e-01 1.899460603793462210e-01
1.776712339056862600e-01 2.014144649902979423e-01
1.770033943653106789e-01 1.961423502365748084e-01
1.723643292630160362e-01 2.149820039669672611e-01
1.709605641387127173e-01 1.985808696746826085e-01
1.689876293826986231e-01 1.885717083613077938e-01
1.690207798767972835e-01 2.041153402328491073e-01
1.688167744654196223e-01 1.897990516821543294e-01
1.664033724621490073e-01 1.988101662596066799e-01
1.653741317832911339e-01 2.011706425547599708e-01
1.632781310478846337e-01 2.022225387891133652e-01
1.620579004949993518e-01 2.005470953385035116e-01
1.590350036223729391e-01 2.093220256368319154e-01
1.602519707149929473e-01 2.293536456028620329e-01
1.580477993973979367e-01 2.190711561838785681e-01
1.561785264390486150e-01 2.108218196233113684e-01
1.575625851220554818e-01 2.059374902447064781e-01
1.522824886352927565e-01 2.023347500562667767e-01
1.526429613276764075e-01 1.943452999343474596e-01
1.500017510012344180e-01 2.626049911975860685e-01
1.481565346629531432e-01 2.235686149199803685e-01
1.493349100130575702e-01 2.089053120215733916e-01
1.452602440052562227e-01 2.050815277397632641e-01
1.457646305252004448e-01 2.057595095038413924e-01
1.478466760891455067e-01 2.026461340188979998e-01
1.462698824803034536e-01 2.101421302159627302e-01
1.401083618512860007e-01 2.106608360012372227e-01
1.418158318069246138e-01 1.942170520623524854e-01
1.403288066762465036e-01 2.036686394810676703e-01
1.380047450540242415e-01 2.090432025790214532e-01
1.360765051289840877e-01 2.349680429299672579e-01
1.369643537755365625e-01 2.123868110577265544e-01
1.354557632472780104e-01 1.997332205176353404e-01
1.355838196343845670e-01 2.098429421186447097e-01
1.324690530940338395e-01 2.091826075712839850e-01
1.301215859066557068e-01 2.132170778910318920e-01
1.310765267323564520e-01 1.966970040003458708e-01
1.273933202646396756e-01 2.105552786191304537e-01
1.282247592001049541e-01 2.217424061298370330e-01
1.263522125438407695e-01 2.180480171442031878e-01
1.263090756535530101e-01 2.097462548414866235e-01
1.238949089138596110e-01 2.044658231337865284e-01
1.230010240585715647e-01 2.066840656201044679e-01
